rho,A_eff_mean,A_eff_std,density_mean,density_std,tau_mean,tau_std,DeltaT_mean,DeltaT_std
0.0,123.7037012877965,1.3180018256740227,0.07731481330487283,0.0008237511410462641,3.1041021979833467,0.0,0.008016582604407465,8.320049100148917e-05
0.25,123.7037012877965,1.3180018256740227,0.07731481330487283,0.0008237511410462641,3.1041021979833467,0.0,0.00801645388086817,8.325832970172592e-05
0.5,123.7037012877965,1.3180018256740227,0.07731481330487283,0.0008237511410462641,3.1041021979833467,0.0,0.008016700369843484,8.313109615527596e-05
0.75,123.7037012877965,1.3180018256740227,0.07731481330487283,0.0008237511410462641,3.1041021979833467,0.0,0.008017135380385227,8.389663536050132e-05
0.9,123.7037012877965,1.3180018256740227,0.07731481330487283,0.0008237511410462641,3.1041021979833467,0.0,0.008017739038041006,8.437478386593409e-05
