x,y,z
-1.0,0.0,0.0
-1.0004934396342682,0.02826968317031547,0.01693949639733258
-1.0019732715717284,0.056511467576382035,0.033728636625430436
-1.0044380353969202,0.0846974819866629,0.050218399087061265
-1.0078852986855225,0.11279991020787383,0.06626241948324205
-1.0123116594048622,0.1407910185362078,0.08171828995311842
-1.0177127492713114,0.1686431831271522,0.09644882309621937
-1.0240832380612526,0.19632891725688836,0.11032326965753576
-1.0314168388713687,0.22382089844836936,0.12321847906716396
-1.0397063143230567,0.25109199543530636,0.13501999253348274
-1.0489434837048464,0.27811529493745274,0.14562305898749053
-1.0591192310457744,0.30486412822076236,0.15493356486070986
-1.0702235141117487,0.33131209741621026,0.16286886944388348
-1.082245374316019,0.3574331015713026,0.1693585384117606
-1.0951729475339809,0.38320136240856545,0.17434496900315363
-1.1089934758116322,0.40859144976559214,0.17778390130712476
-1.1236933199561365,0.43357830669154374,0.17964481111708888
-1.1392579729960564,0.4581372741753342,0.1799111808658317
-1.155672074497985,0.4822441154810969,0.17858064623660597
-1.1729194257254383,0.5058750400669175,0.17566501714897456
-1.1909830056250525,0.5290067270632257,0.17119017293312766
-1.2098449876243094,0.5516163482876788,0.16519583262311657
-1.2294867572242105,0.5736815907738207,0.15773520240789543
-1.2498889303695404,0.5951806787912867,0.14887450336942112
-1.2710313725785882,0.6160923953358198,0.13869238369964207
-1.2928932188134525,0.636396103067893,0.12727922061357852
-1.3154528940713113,0.6560717646792705,0.1147363181547641
-1.3386881346763482,0.6750999626674138,0.10117500801338346
-1.3625760102513103,0.6934619184982105,0.08671566133830873
-1.3870929463470236,0.7111395111381215,0.07148662031426051
-1.412214747707527,0.7281152949374529,0.05562305898749048
-1.4379166221478694,0.7443725168471058,0.03926578345137762
-1.4641732050210035,0.7598951329518135,0.022559982041574736
-1.4909585842496287,0.7746678243035493,0.005653936634063083
-1.5182463258982848,0.7886760120394772,-0.01130229351527648
-1.5460095002604533,0.8019058717695309,-0.028158203707241536
-1.5742207084349273,0.8143443472194175,-0.04476417968967391
-1.6028521093652195,0.825979163115583,-0.060972825644152476
-1.631875447315322,0.8367988372994263,-0.07664027248171308
-1.6612620797547086,0.846792692058803,-0.09162745483506687
-1.6909830056250525,0.8559508646656383,-0.10580134541264512
-1.7210088939607706,0.8642643171092489,-0.11903613575825736
-1.7513101128351451,0.8717248450157682,-0.1312143529358541
-1.7818567586034575,0.8783250857448728,-0.1422279022276243
-1.8126186854142754,0.8840585256558199,-0.15197902659036275
-1.8435655349597693,0.8889195065356239,-0.16038117435390623
-1.8746667664356957,0.8929032311830299,-0.16735976745988526
-1.9058916866814857,0.8960057681427719,-0.17285286342184975
-1.9372094804706868,0.8982240555854445,-0.17681170513116395
-1.968589240921872,0.8995559043291586,-0.17920115362855438
-2.0,0.8999999999999999,-0.17999999999999997
-2.031410759078128,0.8995559043291586,-0.17920115362855438
-2.0627905195293135,0.8982240555854445,-0.17681170513116395
-2.0941083133185145,0.8960057681427719,-0.17285286342184977
-2.1253332335643043,0.8929032311830299,-0.1673597674598852
-2.156434465040231,0.8889195065356239,-0.16038117435390614
-2.187381314585725,0.8840585256558199,-0.1519790265903627
-2.2181432413965427,0.8783250857448728,-0.14222790222762433
-2.248689887164855,0.8717248450157682,-0.1312143529358541
-2.2789911060392294,0.8642643171092489,-0.11903613575825728
-2.3090169943749475,0.8559508646656383,-0.10580134541264503
-2.3387379202452916,0.8467926920588029,-0.09162745483506665
-2.368124552684678,0.8367988372994263,-0.076640272481713
-2.3971478906347805,0.825979163115583,-0.06097282564415246
-2.425779291565073,0.8143443472194175,-0.04476417968967381
-2.4539904997395467,0.801905871769531,-0.028158203707241602
-2.481753674101715,0.7886760120394771,-0.011302293515276387
-2.5090414157503713,0.7746678243035493,0.005653936634063017
-2.5358267949789965,0.7598951329518134,0.02255998204157491
-2.5620833778521304,0.7443725168471057,0.03926578345137771
-2.587785252292473,0.7281152949374529,0.0556230589874905
-2.6129070536529766,0.7111395111381212,0.07148662031426067
-2.6374239897486897,0.6934619184982105,0.08671566133830881
-2.6613118653236523,0.6750999626674136,0.1011750080133836
-2.6845471059286887,0.6560717646792704,0.11473631815476416
-2.7071067811865475,0.636396103067893,0.12727922061357852
-2.7289686274214118,0.6160923953358197,0.13869238369964207
-2.7501110696304596,0.5951806787912867,0.1488745033694211
-2.7705132427757895,0.5736815907738205,0.1577352024078955
-2.7901550123756906,0.5516163482876788,0.1651958326231166
-2.8090169943749475,0.5290067270632258,0.17119017293312763
-2.8270805742745617,0.5058750400669173,0.1756650171489746
-2.8443279255020153,0.4822441154810969,0.178580646236606
-2.8607420270039436,0.4581372741753339,0.1799111808658317
-2.8763066800438635,0.4335783066915436,0.17964481111708888
-2.891006524188368,0.4085914497655918,0.17778390130712476
-2.9048270524660196,0.3832013624085652,0.17434496900315363
-2.917754625683981,0.3574331015713026,0.16935853841176063
-2.9297764858882513,0.33131209741621,0.16286886944388343
-2.9408807689542256,0.30486412822076225,0.15493356486070983
-2.9510565162951536,0.2781152949374524,0.1456230589874904
-2.9602936856769433,0.2510919954353062,0.13501999253348262
-2.968583161128631,0.22382089844836936,0.1232184790671639
-2.9759167619387474,0.1963289172568881,0.11032326965753553
-2.982287250728689,0.16864318312715212,0.09644882309621948
