rho_exact
1.8398156100436125
1.8394060923806927
1.8387247316316735
1.837773251939691
1.8365540103721545
1.8350699425953862
1.833324496369782
1.8313215552055118
1.8290653548613043
1.8265603956152416
1.8238113533779625
1.8208229927504118
1.8176000850492768
1.8141473341366274
1.8104693126027587
1.8065704104734732
1.8024547981584127
1.7981264048421246
1.793588912962552
1.7888457688426163
1.7839002089599927
1.778755300778815
1.7734139965447338
1.767879197980078
1.76215382942521
1.7562409166693669
1.750143668510015
1.743865557981103
1.7374104002010178
1.730782423909903
1.7239863339890096
1.7170273625736991
1.709911306775057
1.702644551498392
1.6952340763730278
1.687687446368032
1.6800127862427723
1.6722187395491677
1.6643144134438679
1.6563093110645277
1.6482132536572398
1.6400362949970757
1.631788630908288
1.6234805068559912
1.6151221266415563
1.606723565187749
1.5982946882486468
1.589845081629202
1.5813839921588793
1.5729202822452042
1.5644623993510551
1.5560183612110037
1.5475957570454848
1.5392017644665423
1.5308431812149583
1.5225264703452728
1.5142578170005803
1.5060431945098252
1.4978884372108057
1.489799317163759
1.4817816217816981
1.4738412293693015
1.465984179633524
1.4582167364035634
1.4505454400694648
1.4429771476078073
1.4355190584972843
1.4281787253212166
1.420964048390994
1.4138832542854163
1.4069448587662672
1.4001576150805761
1.3935304491756506
1.387072383816093
1.380792453986407
1.3746996162745688
1.3688026551500063
1.36311008916594
1.357630080126658
1.352370348164272
1.3473380954699383
1.3425399411280183
1.3379818691184024
1.3336691910953862
1.3296065250371036
1.3257977903056106
1.3222462190839108
1.3189543835829698
1.3159242378595715
1.3131571725746354
1.3106540805697078
1.3084154307632854
1.3064413475819026
1.3047316929541501
1.3032861478156836
1.3021042901029254
1.3011856663514414
1.3005298542570771
1.30013651389502
1.300005425712036
1.30013651389502
1.3005298542570771
1.3011856663514414
1.3021042901029254
1.3032861478156836
1.3047316929541501
1.3064413475819026
1.3084154307632854
1.3106540805697078
1.3131571725746354
1.3159242378595717
1.3189543835829691
1.3222462190839108
1.3257977903056106
1.3296065250371036
1.3336691910953862
1.3379818691184024
1.3425399411280183
1.3473380954699383
1.352370348164272
1.357630080126658
1.36311008916594
1.368802655150006
1.3746996162745688
1.3807924539864072
1.387072383816093
1.3935304491756506
1.4001576150805761
1.4069448587662678
1.4138832542854156
1.420964048390993
1.4281787253212166
1.4355190584972843
1.4429771476078073
1.4505454400694648
1.4582167364035636
1.465984179633524
1.4738412293693015
1.4817816217816981
1.489799317163759
1.4978884372108057
1.5060431945098252
1.5142578170005803
1.5225264703452728
1.5308431812149583
1.539201764466543
1.547595757045486
1.5560183612110037
1.5644623993510551
1.5729202822452042
1.5813839921588793
1.5898450816292022
1.5982946882486468
1.606723565187749
1.6151221266415563
1.6234805068559912
